date;TE0037;TE0038;TE0039;TE0040;TE0041;TE0042;TE0043;TE0044;TE0045;TE0046;TE0047;TE0048;TE1001;TE1002;TE1003;TE1004;TE0049;TE0050;TE0051;TE0052;TE0053;TE0054;TE0055;TE0056;TE0057;TE0058;TE0059;TE0060;PE0006;
1504336346;101.96000;103.56000;106.41000;117.91000;100.43000;102.88000;107.39000;118.09000;102.31000;104.04000;106.17000;118.95000;100.02000;102.51000;106.81000;117.86000;87.63400;87.55600;87.49100;87.46400;87.41000;87.43800;87.41500;87.38600;99.31100;110.01000;119.39000;128.84000;998.08002;
1504336349;101.96000;103.56000;106.41000;117.91000;100.43000;102.88000;107.39000;118.09000;102.31000;104.04000;106.17000;118.95000;100.03000;102.51000;106.81000;117.84000;87.63400;87.55600;87.49100;87.46400;87.41000;87.43800;87.41500;87.38600;99.31100;110.01000;119.39000;128.84000;998.08002;
1504336350;101.96000;103.56000;106.41000;117.91000;100.43000;102.88000;107.39000;118.09000;102.31000;104.04000;106.17000;118.95000;100.03000;102.51000;106.81000;117.84000;87.63400;87.55600;87.49100;87.46400;87.41000;87.43800;87.41500;87.38600;99.31100;110.01000;119.39000;128.84000;998.63000;
1504336361;101.97000;103.56000;106.39000;117.88000;100.42000;102.89000;107.36000;118.09000;102.32000;104.04000;106.16000;118.92000;100.03000;102.51000;106.81000;117.84000;87.63700;87.55000;87.48000;87.47000;87.41000;87.43800;87.41500;87.38600;99.31100;110.01000;119.39000;128.84000;998.63000;
1504336363;101.97000;103.56000;106.39000;117.88000;100.42000;102.89000;107.36000;118.09000;102.32000;104.04000;106.16000;118.92000;100.03000;102.51000;106.81000;117.84000;87.63700;87.55000;87.48000;87.47000;87.41600;87.44300;87.41100;87.37400;99.31600;109.99000;119.39000;128.83000;998.63000;
1504336366;101.97000;103.56000;106.39000;117.88000;100.42000;102.89000;107.36000;118.09000;102.32000;104.04000;106.16000;118.92000;100.01000;102.47000;106.80000;117.84000;87.63700;87.55000;87.48000;87.47000;87.41600;87.44300;87.41100;87.37400;99.31600;109.99000;119.39000;128.83000;998.63000;
1504336368;101.97000;103.56000;106.39000;117.88000;100.42000;102.89000;107.36000;118.09000;102.32000;104.04000;106.16000;118.92000;100.01000;102.47000;106.80000;117.82000;87.63700;87.55000;87.48000;87.47000;87.41600;87.44300;87.41100;87.37400;99.31600;109.99000;119.39000;128.83000;998.75000;
1504336378;101.95000;103.55000;106.37000;117.86000;100.42000;102.86000;107.35000;118.07000;102.31000;104.00000;106.15000;118.88000;100.01000;102.47000;106.80000;117.82000;87.66200;87.54800;87.46800;87.46800;87.41600;87.44300;87.41100;87.37400;99.31600;109.99000;119.39000;128.83000;998.75000;
1504336380;101.95000;103.55000;106.37000;117.86000;100.42000;102.86000;107.35000;118.07000;102.31000;104.00000;106.15000;118.88000;100.01000;102.47000;106.80000;117.82000;87.66200;87.54800;87.46800;87.46800;87.45000;87.43600;87.39100;87.35600;99.26700;109.97000;119.36000;128.81000;998.75000;
1504336383;101.95000;103.55000;106.37000;117.86000;100.42000;102.86000;107.35000;118.07000;102.31000;104.00000;106.15000;118.88000;100.00000;102.44000;106.77000;117.82000;87.66200;87.54800;87.46800;87.46800;87.45000;87.43600;87.39100;87.35600;99.26700;109.97000;119.36000;128.81000;998.75000;
1504336385;101.95000;103.55000;106.37000;117.86000;100.42000;102.86000;107.35000;118.07000;102.31000;104.00000;106.15000;118.88000;100.00000;102.44000;106.77000;117.80000;87.66200;87.54800;87.46800;87.46800;87.45000;87.43600;87.39100;87.35600;99.26700;109.97000;119.36000;128.81000;998.16998;
1504336396;101.95000;103.54000;106.38000;117.83000;100.40000;102.87000;107.35000;118.03000;102.30000;104.01000;106.13000;118.86000;100.00000;102.44000;106.77000;117.80000;87.64500;87.55300;87.47500;87.44100;87.41900;87.46100;87.39100;87.35600;99.26700;109.97000;119.36000;128.81000;998.16998;
1504336397;101.95000;103.54000;106.38000;117.83000;100.40000;102.87000;107.35000;118.03000;102.30000;104.01000;106.13000;118.86000;100.00000;102.44000;106.77000;117.80000;87.64500;87.55300;87.47500;87.44100;87.41900;87.46100;87.41900;87.39800;99.27000;109.95000;119.34000;128.80000;998.16998;
1504336400;101.95000;103.54000;106.38000;117.83000;100.40000;102.87000;107.35000;118.03000;102.30000;104.01000;106.13000;118.86000;99.99500;102.56000;106.75000;117.78000;87.64500;87.55300;87.47500;87.44100;87.41900;87.46100;87.41900;87.39800;99.27000;109.95000;119.34000;128.80000;998.16998;
1504336402;101.95000;103.54000;106.38000;117.83000;100.40000;102.87000;107.35000;118.03000;102.30000;104.01000;106.13000;118.86000;99.99500;102.56000;106.75000;117.78000;87.64500;87.55300;87.47500;87.44100;87.41900;87.46100;87.41900;87.39800;99.27000;109.95000;119.34000;128.80000;998.50000;
1504336412;101.94000;103.53000;106.36000;117.82000;100.40000;102.85000;107.32000;118.01000;102.30000;104.01000;106.13000;118.85000;99.99500;102.56000;106.75000;117.78000;87.63600;87.54400;87.47500;87.44100;87.41900;87.46100;87.41900;87.39800;99.27000;109.95000;119.34000;128.80000;998.50000;
1504336414;101.94000;103.53000;106.36000;117.82000;100.40000;102.85000;107.32000;118.01000;102.30000;104.01000;106.13000;118.85000;99.99500;102.56000;106.75000;117.78000;87.63600;87.54400;87.47600;87.46400;87.42700;87.43000;87.43700;87.38800;99.26700;109.96000;119.33000;128.77000;998.50000;
1504336421;101.94000;103.53000;106.36000;117.82000;100.40000;102.85000;107.32000;118.01000;102.30000;104.01000;106.13000;118.85000;99.98500;102.45000;106.75000;117.75000;87.63600;87.54400;87.47600;87.46400;87.42700;87.43000;87.43700;87.38800;99.26700;109.96000;119.33000;128.77000;996.67999;
1504336431;101.93000;103.52000;106.35000;117.80000;100.39000;102.82000;107.30000;117.97000;102.28000;103.99000;106.11000;118.82000;99.98500;102.45000;106.75000;117.75000;87.66200;87.54600;87.47200;87.45500;87.41400;87.43000;87.43700;87.38800;99.26700;109.96000;119.33000;128.77000;996.67999;
1504336432;101.93000;103.52000;106.35000;117.80000;100.39000;102.82000;107.30000;117.97000;102.28000;103.99000;106.11000;118.82000;99.98500;102.45000;106.75000;117.75000;87.66200;87.54600;87.47200;87.45500;87.41400;87.45600;87.39100;87.37400;99.25100;109.93000;119.29000;128.74001;996.67999;
1504336436;101.93000;103.52000;106.35000;117.80000;100.39000;102.82000;107.30000;117.97000;102.28000;103.99000;106.11000;118.82000;99.98100;102.43000;106.70000;117.73000;87.66200;87.54600;87.47200;87.45500;87.41400;87.45600;87.39100;87.37400;99.25100;109.93000;119.29000;128.74001;996.67999;
1504336437;101.93000;103.52000;106.35000;117.80000;100.39000;102.82000;107.30000;117.97000;102.28000;103.99000;106.11000;118.82000;99.98100;102.43000;106.70000;117.73000;87.66200;87.54600;87.47200;87.45500;87.41400;87.45600;87.39100;87.37400;99.25100;109.93000;119.29000;128.74001;997.90997;
1504336449;101.92000;103.52000;106.33000;117.77000;100.39000;102.83000;107.30000;117.96000;102.25000;103.97000;106.10000;118.80000;99.98100;102.43000;106.70000;117.73000;87.63000;87.54600;87.47200;87.45500;87.41400;87.45600;87.39100;87.37400;99.25100;109.93000;119.29000;128.74001;997.90997;
1504336450;101.92000;103.52000;106.33000;117.77000;100.39000;102.83000;107.30000;117.96000;102.25000;103.97000;106.10000;118.80000;99.98100;102.43000;106.70000;117.73000;87.63000;87.54300;87.47200;87.45400;87.39300;87.46900;87.40200;87.33200;99.21300;109.92000;119.28000;128.70000;997.90997;
1504336453;101.92000;103.52000;106.33000;117.77000;100.39000;102.83000;107.30000;117.96000;102.25000;103.97000;106.10000;118.80000;99.96300;102.43000;106.70000;117.73000;87.63000;87.54300;87.47200;87.45400;87.39300;87.46900;87.40200;87.33200;99.21300;109.92000;119.28000;128.70000;997.90997;
1504336455;101.92000;103.52000;106.33000;117.77000;100.39000;102.83000;107.30000;117.96000;102.25000;103.97000;106.10000;118.80000;99.96300;102.43000;106.72000;117.70000;87.63000;87.54300;87.47200;87.45400;87.39300;87.46900;87.40200;87.33200;99.21300;109.92000;119.28000;128.70000;997.57001;
1504336465;101.93000;103.49000;106.33000;117.73000;100.37000;102.81000;107.29000;117.92000;102.24000;103.98000;106.07000;118.77000;99.96300;102.43000;106.72000;117.70000;87.63900;87.54300;87.48600;87.45400;87.39300;87.46900;87.40200;87.33200;99.21300;109.92000;119.28000;128.70000;997.57001;
1504336467;101.93000;103.49000;106.33000;117.73000;100.37000;102.81000;107.29000;117.92000;102.24000;103.98000;106.07000;118.77000;99.96300;102.43000;106.72000;117.70000;87.63900;87.54300;87.48600;87.45100;87.43000;87.43600;87.39600;87.35100;99.19200;109.90000;119.25000;128.69000;997.57001;
1504336470;101.93000;103.49000;106.33000;117.73000;100.37000;102.81000;107.29000;117.92000;102.24000;103.98000;106.07000;118.77000;99.95100;102.45000;106.72000;117.70000;87.63900;87.54300;87.48600;87.45100;87.43000;87.43600;87.39600;87.35100;99.19200;109.90000;119.25000;128.69000;997.57001;
1504336471;101.93000;103.49000;106.33000;117.73000;100.37000;102.81000;107.29000;117.92000;102.24000;103.98000;106.07000;118.77000;99.95100;102.45000;106.68000;117.66000;87.63900;87.54300;87.48600;87.45100;87.43000;87.43600;87.39600;87.35100;99.19200;109.90000;119.25000;128.69000;996.67999;
1504336483;101.92000;103.50000;106.31000;117.68000;100.36000;102.78000;107.26000;117.87000;102.25000;103.96000;106.06000;118.74000;99.95100;102.45000;106.68000;117.66000;87.63600;87.53700;87.45400;87.45100;87.43000;87.43600;87.39600;87.35100;99.19200;109.90000;119.25000;128.69000;996.67999;
1504336484;101.92000;103.50000;106.31000;117.68000;100.36000;102.78000;107.26000;117.87000;102.25000;103.96000;106.06000;118.74000;99.95100;102.45000;106.68000;117.66000;87.63600;87.53700;87.45400;87.46400;87.40600;87.41000;87.40800;87.39700;99.18300;109.88000;119.22000;128.64000;996.67999;
1504336487;101.92000;103.50000;106.31000;117.68000;100.36000;102.78000;107.26000;117.87000;102.25000;103.96000;106.06000;118.74000;99.93800;102.46000;106.68000;117.66000;87.63600;87.53700;87.45400;87.46400;87.40600;87.41000;87.40800;87.39700;99.18300;109.88000;119.22000;128.64000;996.67999;
1504336488;101.92000;103.50000;106.31000;117.68000;100.36000;102.78000;107.26000;117.87000;102.25000;103.96000;106.06000;118.74000;99.93800;102.46000;106.67000;117.63000;87.63600;87.53700;87.45400;87.46400;87.40600;87.41000;87.40800;87.39700;99.18300;109.88000;119.22000;128.64000;996.28003;
1504336500;101.90000;103.48000;106.28000;117.67000;100.31000;102.77000;107.23000;117.84000;102.20000;103.95000;106.03000;118.70000;99.93800;102.46000;106.67000;117.63000;87.62000;87.52500;87.46200;87.43400;87.40600;87.41000;87.40800;87.39700;99.18300;109.88000;119.22000;128.64000;996.28003;
1504336501;101.90000;103.48000;106.28000;117.67000;100.31000;102.77000;107.23000;117.84000;102.20000;103.95000;106.03000;118.70000;99.93800;102.46000;106.67000;117.63000;87.62000;87.52500;87.46200;87.43400;87.38300;87.42600;87.40800;87.33700;99.16800;109.87000;119.19000;128.59000;996.28003;
1504336504;101.90000;103.48000;106.28000;117.67000;100.31000;102.77000;107.23000;117.84000;102.20000;103.95000;106.03000;118.70000;99.92300;102.40000;106.66000;117.60000;87.62000;87.52500;87.46200;87.43400;87.38300;87.42600;87.40800;87.33700;99.16800;109.87000;119.19000;128.59000;996.28003;
1504336505;101.90000;103.48000;106.28000;117.67000;100.31000;102.77000;107.23000;117.84000;102.20000;103.95000;106.03000;118.70000;99.92300;102.40000;106.66000;117.60000;87.62000;87.52500;87.46200;87.43400;87.38300;87.42600;87.40800;87.33700;99.16800;109.87000;119.19000;128.59000;994.34998;
1504336516;101.88000;103.45000;106.26000;117.60000;100.30000;102.76000;107.24000;117.78000;102.17000;103.93000;106.01000;118.68000;99.92300;102.40000;106.66000;117.60000;87.62000;87.52500;87.46200;87.43400;87.38300;87.42600;87.40800;87.33700;99.16800;109.87000;119.19000;128.59000;994.34998;
1504336518;101.88000;103.45000;106.26000;117.60000;100.30000;102.76000;107.24000;117.78000;102.17000;103.93000;106.01000;118.68000;99.92300;102.40000;106.66000;117.60000;87.63800;87.55000;87.45000;87.45700;87.38600;87.42200;87.41100;87.38400;99.14400;109.83000;119.15000;128.56000;994.34998;
1504336521;101.88000;103.45000;106.26000;117.60000;100.30000;102.76000;107.24000;117.78000;102.17000;103.93000;106.01000;118.68000;99.90300;102.40000;106.66000;117.60000;87.63800;87.55000;87.45000;87.45700;87.38600;87.42200;87.41100;87.38400;99.14400;109.83000;119.15000;128.56000;994.34998;
1504336522;101.88000;103.45000;106.26000;117.60000;100.30000;102.76000;107.24000;117.78000;102.17000;103.93000;106.01000;118.68000;99.90300;102.40000;106.62000;117.55000;87.63800;87.55000;87.45000;87.45700;87.38600;87.42200;87.41100;87.38400;99.14400;109.83000;119.15000;128.56000;996.12000;
1504336533;101.89000;103.45000;106.22000;117.57000;100.30000;102.72000;107.17000;117.76000;102.18000;103.90000;106.00000;118.62000;99.90300;102.40000;106.62000;117.55000;87.67000;87.54900;87.46700;87.46200;87.42700;87.42000;87.41400;87.34100;99.10800;109.83000;119.15000;128.56000;996.12000;
1504336535;101.89000;103.45000;106.22000;117.57000;100.30000;102.72000;107.17000;117.76000;102.18000;103.90000;106.00000;118.62000;99.90300;102.40000;106.62000;117.55000;87.67000;87.54900;87.46700;87.46200;87.42700;87.42000;87.41400;87.34100;99.10800;109.82000;119.11000;128.50999;996.12000;
1504336537;101.89000;103.45000;106.22000;117.57000;100.30000;102.72000;107.17000;117.76000;102.18000;103.90000;106.00000;118.62000;99.89400;102.38000;106.60000;117.52000;87.67000;87.54900;87.46700;87.46200;87.42700;87.42000;87.41400;87.34100;99.10800;109.82000;119.11000;128.50999;996.12000;
1504336539;101.89000;103.45000;106.22000;117.57000;100.30000;102.72000;107.17000;117.76000;102.18000;103.90000;106.00000;118.62000;99.89400;102.38000;106.60000;117.52000;87.67000;87.54900;87.46700;87.46200;87.42700;87.42000;87.41400;87.34100;99.10800;109.82000;119.11000;128.50999;995.48999;
1504336549;101.86000;103.43000;106.22000;117.54000;100.31000;102.69000;107.16000;117.73000;102.17000;103.90000;105.98000;118.58000;99.89400;102.38000;106.60000;117.52000;87.63500;87.54700;87.47200;87.45000;87.40600;87.43700;87.38900;87.34100;99.10800;109.82000;119.11000;128.50999;995.48999;
1504336551;101.86000;103.43000;106.22000;117.54000;100.31000;102.69000;107.16000;117.73000;102.17000;103.90000;105.98000;118.58000;99.89400;102.38000;106.60000;117.52000;87.63500;87.54700;87.47200;87.45000;87.40600;87.43700;87.38900;87.39300;99.08700;109.79000;119.08000;128.48000;995.48999;
1504336554;101.86000;103.43000;106.22000;117.54000;100.31000;102.69000;107.16000;117.73000;102.17000;103.90000;105.98000;118.58000;99.88300;102.40000;106.58000;117.48000;87.63500;87.54700;87.47200;87.45000;87.40600;87.43700;87.38900;87.39300;99.08700;109.79000;119.08000;128.48000;995.48999;
1504336555;101.86000;103.43000;106.22000;117.54000;100.31000;102.69000;107.16000;117.73000;102.17000;103.90000;105.98000;118.58000;99.88300;102.40000;106.58000;117.48000;87.63500;87.54700;87.47200;87.45000;87.40600;87.43700;87.38900;87.39300;99.08700;109.79000;119.08000;128.48000;995.14001;
1504336567;101.86000;103.42000;106.20000;117.49000;100.27000;102.69000;107.14000;117.69000;102.15000;103.89000;105.96000;118.53000;99.88300;102.40000;106.58000;117.48000;87.63500;87.54700;87.47200;87.45000;87.40600;87.43700;87.38900;87.39300;99.08700;109.79000;119.08000;128.48000;995.14001;
1504336568;101.86000;103.42000;106.20000;117.49000;100.27000;102.69000;107.14000;117.69000;102.15000;103.89000;105.96000;118.53000;99.88300;102.40000;106.58000;117.48000;87.63100;87.51900;87.47000;87.46900;87.41300;87.42600;87.40600;87.34100;99.06200;109.77000;119.06000;128.47000;995.14001;
1504336572;101.86000;103.42000;106.20000;117.49000;100.27000;102.69000;107.14000;117.69000;102.15000;103.89000;105.96000;118.53000;99.87200;102.35000;106.54000;117.44000;87.63100;87.51900;87.47000;87.46900;87.41300;87.42600;87.40600;87.34100;99.06200;109.77000;119.06000;128.47000;994.59003;
1504336584;101.86000;103.43000;106.17000;117.46000;100.28000;102.68000;107.13000;117.66000;102.08000;103.88000;105.94000;118.52000;99.87200;102.35000;106.54000;117.44000;87.63600;87.51900;87.47000;87.46900;87.41300;87.42600;87.40600;87.34100;99.06200;109.77000;119.06000;128.47000;994.59003;
1504336586;101.86000;103.43000;106.17000;117.46000;100.28000;102.68000;107.13000;117.66000;102.08000;103.88000;105.94000;118.52000;99.87200;102.35000;106.54000;117.44000;87.63600;87.54800;87.48600;87.45700;87.42700;87.42100;87.40600;87.38400;99.05300;109.76000;119.01000;128.41000;994.59003;
1504336588;101.86000;103.43000;106.17000;117.46000;100.28000;102.68000;107.13000;117.66000;102.08000;103.88000;105.94000;118.52000;99.86100;102.35000;106.54000;117.44000;87.63600;87.54800;87.48600;87.45700;87.42700;87.42100;87.40600;87.38400;99.05300;109.76000;119.01000;128.41000;994.59003;
1504336589;101.86000;103.43000;106.17000;117.46000;100.28000;102.68000;107.13000;117.66000;102.08000;103.88000;105.94000;118.52000;99.86100;102.34000;106.55000;117.41000;87.63600;87.54800;87.48600;87.45700;87.42700;87.42100;87.40600;87.38400;99.05300;109.76000;119.01000;128.41000;995.82001;
1504336600;101.85000;103.43000;106.16000;117.44000;100.27000;102.67000;107.13000;117.63000;102.12000;103.87000;105.94000;118.50000;99.86100;102.34000;106.55000;117.41000;87.65700;87.54800;87.48600;87.45700;87.42700;87.42100;87.40600;87.38400;99.05300;109.76000;119.01000;128.41000;995.82001;
1504336601;101.85000;103.43000;106.16000;117.44000;100.27000;102.67000;107.13000;117.63000;102.12000;103.87000;105.94000;118.50000;99.86100;102.34000;106.55000;117.41000;87.65700;87.54600;87.46300;87.44700;87.41300;87.41700;87.41400;87.40600;99.04000;109.74000;119.01000;128.39999;995.82001;
1504336603;101.85000;103.43000;106.16000;117.44000;100.27000;102.67000;107.13000;117.63000;102.12000;103.87000;105.94000;118.50000;99.85000;102.34000;106.55000;117.41000;87.65700;87.54600;87.46300;87.44700;87.41300;87.41700;87.41400;87.40600;99.04000;109.74000;119.01000;128.39999;995.82001;
1504336604;101.85000;103.43000;106.16000;117.44000;100.27000;102.67000;107.13000;117.63000;102.12000;103.87000;105.94000;118.50000;99.85000;102.34000;106.54000;117.39000;87.65700;87.54600;87.46300;87.44700;87.41300;87.41700;87.41400;87.40600;99.04000;109.74000;119.01000;128.39999;994.54999;
1504336616;101.84000;103.42000;106.15000;117.43000;100.25000;102.67000;107.11000;117.62000;102.11000;103.86000;105.94000;118.48000;99.85000;102.34000;106.54000;117.39000;87.64200;87.54800;87.46300;87.44700;87.41300;87.41700;87.41400;87.40600;99.04000;109.74000;119.01000;128.39999;994.54999;
1504336617;101.84000;103.42000;106.15000;117.43000;100.25000;102.67000;107.11000;117.62000;102.11000;103.86000;105.94000;118.48000;99.85000;102.34000;106.54000;117.39000;87.64200;87.54800;87.45500;87.45100;87.40700;87.38300;87.39700;87.40800;99.02800;109.72000;119.00000;128.37000;994.54999;
1504336620;101.84000;103.42000;106.15000;117.43000;100.25000;102.67000;107.11000;117.62000;102.11000;103.86000;105.94000;118.48000;99.85700;102.41000;106.54000;117.38000;87.64200;87.54800;87.45500;87.45100;87.40700;87.38300;87.39700;87.40800;99.02800;109.72000;119.00000;128.37000;994.54999;
1504336621;101.84000;103.42000;106.15000;117.43000;100.25000;102.67000;107.11000;117.62000;102.11000;103.86000;105.94000;118.48000;99.85700;102.41000;106.54000;117.38000;87.64200;87.54800;87.45500;87.45100;87.40700;87.38300;87.39700;87.40800;99.02800;109.72000;119.00000;128.37000;996.62000;
1504336632;101.85000;103.41000;106.16000;117.42000;100.27000;102.67000;107.13000;117.62000;102.12000;103.86000;105.92000;118.46000;99.85700;102.41000;106.54000;117.38000;87.61800;87.54300;87.44900;87.43700;87.40700;87.38300;87.39700;87.40800;99.02800;109.72000;119.00000;128.37000;996.62000;
1504336633;101.85000;103.41000;106.16000;117.42000;100.27000;102.67000;107.13000;117.62000;102.12000;103.86000;105.92000;118.46000;99.85700;102.41000;106.54000;117.38000;87.61800;87.54300;87.44900;87.43700;87.38700;87.44700;87.42500;87.37900;99.04300;109.71000;118.99000;128.36000;996.62000;
1504336637;101.85000;103.41000;106.16000;117.42000;100.27000;102.67000;107.13000;117.62000;102.12000;103.86000;105.92000;118.46000;99.85600;102.38000;106.51000;117.38000;87.61800;87.54300;87.44900;87.43700;87.38700;87.44700;87.42500;87.37900;99.04300;109.71000;118.99000;128.36000;996.62000;
1504336638;101.85000;103.41000;106.16000;117.42000;100.27000;102.67000;107.13000;117.62000;102.12000;103.86000;105.92000;118.46000;99.85600;102.38000;106.51000;117.38000;87.61800;87.54300;87.44900;87.43700;87.38700;87.44700;87.42500;87.37900;99.04300;109.71000;118.99000;128.36000;996.78003;
1504336649;101.84000;103.42000;106.17000;117.42000;100.28000;102.66000;107.13000;117.60000;102.13000;103.84000;105.92000;118.47000;99.85600;102.38000;106.51000;117.38000;87.63300;87.53300;87.47400;87.46300;87.38700;87.44700;87.42500;87.37900;99.04300;109.71000;118.99000;128.36000;996.78003;
1504336651;101.84000;103.42000;106.17000;117.42000;100.28000;102.66000;107.13000;117.60000;102.13000;103.84000;105.92000;118.47000;99.85600;102.38000;106.51000;117.38000;87.63300;87.53300;87.47400;87.46300;87.44100;87.45100;87.40100;87.40800;99.04700;109.71000;118.99000;128.36000;996.78003;
1504336654;101.84000;103.42000;106.17000;117.42000;100.28000;102.66000;107.13000;117.60000;102.13000;103.84000;105.92000;118.47000;99.86400;102.34000;106.53000;117.38000;87.63300;87.53300;87.47400;87.46300;87.44100;87.45100;87.40100;87.40800;99.04700;109.71000;118.99000;128.36000;996.78003;
1504336655;101.84000;103.42000;106.17000;117.42000;100.28000;102.66000;107.13000;117.60000;102.13000;103.84000;105.92000;118.47000;99.86400;102.34000;106.53000;117.38000;87.63300;87.53300;87.47400;87.46300;87.44100;87.45100;87.40100;87.40800;99.04700;109.71000;118.99000;128.36000;998.29999;
1504336667;101.85000;103.41000;106.16000;117.42000;100.29000;102.68000;107.12000;117.64000;102.15000;103.87000;105.93000;118.48000;99.86400;102.34000;106.53000;117.38000;87.63700;87.53300;87.47400;87.46300;87.44100;87.45100;87.40100;87.40800;99.04700;109.71000;118.99000;128.36000;998.29999;
1504336668;101.85000;103.41000;106.16000;117.42000;100.29000;102.68000;107.12000;117.64000;102.15000;103.87000;105.93000;118.48000;99.86400;102.34000;106.53000;117.38000;87.63700;87.54300;87.47600;87.46300;87.43700;87.47600;87.43500;87.40200;99.06700;109.74000;119.00000;128.37000;998.29999;
1504336672;101.85000;103.41000;106.16000;117.42000;100.29000;102.68000;107.12000;117.64000;102.15000;103.87000;105.93000;118.48000;99.87800;102.33000;106.55000;117.39000;87.63700;87.54300;87.47600;87.46300;87.43700;87.47600;87.43500;87.40200;99.06700;109.74000;119.00000;128.37000;998.38000;
1504336684;101.85000;103.43000;106.16000;117.46000;100.27000;102.70000;107.14000;117.65000;102.18000;103.88000;105.94000;118.50000;99.87800;102.33000;106.55000;117.39000;87.63500;87.54700;87.47600;87.46300;87.43700;87.47600;87.43500;87.40200;99.06700;109.74000;119.00000;128.37000;998.38000;
1504336686;101.85000;103.43000;106.16000;117.46000;100.27000;102.70000;107.14000;117.65000;102.18000;103.88000;105.94000;118.50000;99.87800;102.33000;106.55000;117.39000;87.63500;87.54700;87.50000;87.45600;87.43800;87.46300;87.39900;87.39900;99.10200;109.74000;119.01000;128.37000;998.38000;
1504336688;101.85000;103.43000;106.16000;117.46000;100.27000;102.70000;107.14000;117.65000;102.18000;103.88000;105.94000;118.50000;99.88900;102.31000;106.54000;117.39000;87.63500;87.54700;87.50000;87.45600;87.43800;87.46300;87.39900;87.39900;99.10200;109.74000;119.01000;128.37000;998.38000;
1504336690;101.85000;103.43000;106.16000;117.46000;100.27000;102.70000;107.14000;117.65000;102.18000;103.88000;105.94000;118.50000;99.88900;102.31000;106.54000;117.42000;87.63500;87.54700;87.50000;87.45600;87.43800;87.46300;87.39900;87.39900;99.10200;109.74000;119.01000;128.37000;997.78998;
1504336720;101.88000;103.45000;106.22000;117.52000;100.34000;102.74000;107.19000;117.71000;102.20000;103.91000;105.97000;118.54000;99.88900;102.31000;106.54000;117.42000;87.64200;87.54800;87.47400;87.47100;87.43500;87.45500;87.39900;87.39900;99.10200;109.74000;119.01000;128.37000;997.78998;
1504336722;101.88000;103.45000;106.22000;117.52000;100.34000;102.74000;107.19000;117.71000;102.20000;103.91000;105.97000;118.54000;99.88900;102.31000;106.54000;117.42000;87.64200;87.54800;87.47400;87.47100;87.43500;87.45500;87.41600;87.41400;99.15500;109.79000;119.07000;128.42000;997.78998;
1504336726;101.88000;103.45000;106.22000;117.52000;100.34000;102.74000;107.19000;117.71000;102.20000;103.91000;105.97000;118.54000;99.93200;102.39000;106.60000;117.48000;87.64200;87.54800;87.47400;87.47100;87.43500;87.45500;87.41600;87.41400;99.15500;109.79000;119.07000;128.42000;997.78998;
1504336727;101.88000;103.45000;106.22000;117.52000;100.34000;102.74000;107.19000;117.71000;102.20000;103.91000;105.97000;118.54000;99.93200;102.39000;106.60000;117.48000;87.64200;87.54800;87.47400;87.47100;87.43500;87.45500;87.41600;87.41400;99.15500;109.79000;119.07000;128.42000;999.81000;
1504336748;101.91000;103.47000;106.24000;117.59000;100.38000;102.79000;107.26000;117.78000;102.26000;103.92000;106.02000;118.60000;99.93200;102.39000;106.60000;117.48000;87.63500;87.54100;87.46100;87.45300;87.44900;87.45500;87.41600;87.41400;99.15500;109.79000;119.07000;128.42000;999.81000;
1504336749;101.91000;103.47000;106.24000;117.59000;100.38000;102.79000;107.26000;117.78000;102.26000;103.92000;106.02000;118.60000;99.93200;102.39000;106.60000;117.48000;87.63500;87.54100;87.46100;87.45300;87.44900;87.45700;87.39900;87.39400;99.21600;109.85000;119.14000;128.50000;999.81000;
1504336752;101.91000;103.47000;106.24000;117.59000;100.38000;102.79000;107.26000;117.78000;102.26000;103.92000;106.02000;118.60000;99.96300;102.47000;106.67000;117.56000;87.63500;87.54100;87.46100;87.45300;87.44900;87.45700;87.39900;87.39400;99.21600;109.85000;119.14000;128.50000;999.81000;
1504336753;101.91000;103.47000;106.24000;117.59000;100.38000;102.79000;107.26000;117.78000;102.26000;103.92000;106.02000;118.60000;99.96300;102.47000;106.67000;117.56000;87.63500;87.54100;87.46100;87.45300;87.44900;87.45700;87.39900;87.39400;99.21600;109.85000;119.14000;128.50000;1001.50000;
1504336765;101.93000;103.50000;106.29000;117.66000;100.40000;102.81000;107.29000;117.82000;102.26000;103.95000;106.05000;118.68000;99.96300;102.47000;106.67000;117.56000;87.62700;87.52300;87.48000;87.44000;87.42000;87.45900;87.39900;87.39400;99.21600;109.85000;119.14000;128.50000;1001.50000;
1504336766;101.93000;103.50000;106.29000;117.66000;100.40000;102.81000;107.29000;117.82000;102.26000;103.95000;106.05000;118.68000;99.96300;102.47000;106.67000;117.56000;87.62700;87.52300;87.48000;87.44000;87.42000;87.45900;87.41800;87.37200;99.26000;109.88000;119.18000;128.53000;1001.50000;
1504336769;101.93000;103.50000;106.29000;117.66000;100.40000;102.81000;107.29000;117.82000;102.26000;103.95000;106.05000;118.68000;99.99900;102.50000;106.70000;117.62000;87.62700;87.52300;87.48000;87.44000;87.42000;87.45900;87.41800;87.37200;99.26000;109.88000;119.18000;128.53000;1001.50000;
